model,lake,cali,metric,value
Simstrat-LER,Paajarvi,uncalibrated,rmse,2.44211
Simstrat-LER,Paajarvi,uncalibrated,nse,0.66646
Simstrat-LER,Paajarvi,uncalibrated,r,0.88735
Simstrat-LER,Paajarvi,uncalibrated,bias,0.94514
Simstrat-LER,Rappbode,uncalibrated,rmse,1.44323
Simstrat-LER,Rappbode,uncalibrated,nse,0.88216
Simstrat-LER,Rappbode,uncalibrated,r,0.96233
Simstrat-LER,Rappbode,uncalibrated,bias,0.8208
Simstrat-LER,Rappbodep,uncalibrated,rmse,5.86273
Simstrat-LER,Rappbodep,uncalibrated,nse,-0.94582
Simstrat-LER,Rappbodep,uncalibrated,r,0.71355
Simstrat-LER,Rappbodep,uncalibrated,bias,4.32869
Simstrat-LER,Rimov,uncalibrated,rmse,2.26755
Simstrat-LER,Rimov,uncalibrated,nse,0.79145
Simstrat-LER,Rimov,uncalibrated,r,0.9491
Simstrat-LER,Rimov,uncalibrated,bias,1.22064
Simstrat-LER,Rotorua,uncalibrated,rmse,1.2947
Simstrat-LER,Rotorua,uncalibrated,nse,0.89606
Simstrat-LER,Rotorua,uncalibrated,r,0.98763
Simstrat-LER,Rotorua,uncalibrated,bias,0.61978
Simstrat-LER,Sammamish,uncalibrated,rmse,2.46018
Simstrat-LER,Sammamish,uncalibrated,nse,0.68378
Simstrat-LER,Sammamish,uncalibrated,r,0.9587
Simstrat-LER,Sammamish,uncalibrated,bias,1.97324
Simstrat-LER,Sau,uncalibrated,rmse,3.46998
Simstrat-LER,Sau,uncalibrated,nse,0.58115000000000006
Simstrat-LER,Sau,uncalibrated,r,0.86342
Simstrat-LER,Sau,uncalibrated,bias,2.16956
Simstrat-LER,Scharmutzel,uncalibrated,rmse,5.3457
Simstrat-LER,Scharmutzel,uncalibrated,nse,-0.71489
Simstrat-LER,Scharmutzel,uncalibrated,r,0.70935
Simstrat-LER,Scharmutzel,uncalibrated,bias,3.60169
Simstrat-LER,Sparkling,uncalibrated,rmse,1.65451
Simstrat-LER,Sparkling,uncalibrated,nse,0.92719
Simstrat-LER,Sparkling,uncalibrated,r,0.96962
Simstrat-LER,Sparkling,uncalibrated,bias,-0.0493
Simstrat-LER,Stechlin,uncalibrated,rmse,2.64892
Simstrat-LER,Stechlin,uncalibrated,nse,0.75973
Simstrat-LER,Stechlin,uncalibrated,r,0.93125
Simstrat-LER,Stechlin,uncalibrated,bias,1.72665
Simstrat-LER,Sunapee,uncalibrated,rmse,2.40988
Simstrat-LER,Sunapee,uncalibrated,nse,0.8692
Simstrat-LER,Sunapee,uncalibrated,r,0.96243
Simstrat-LER,Sunapee,uncalibrated,bias,1.49091
Simstrat-LER,Tahoe,uncalibrated,rmse,2.04119
Simstrat-LER,Tahoe,uncalibrated,nse,-0.21973
Simstrat-LER,Tahoe,uncalibrated,r,0.90249
Simstrat-LER,Tahoe,uncalibrated,bias,1.6378
Simstrat-LER,Taihu,uncalibrated,rmse,2.06407
Simstrat-LER,Taihu,uncalibrated,nse,0.93932
Simstrat-LER,Taihu,uncalibrated,r,0.96998
Simstrat-LER,Taihu,uncalibrated,bias,0.30034
Simstrat-LER,Tarawera,uncalibrated,rmse,1.22568
Simstrat-LER,Tarawera,uncalibrated,nse,0.73136
Simstrat-LER,Tarawera,uncalibrated,r,0.95889
Simstrat-LER,Tarawera,uncalibrated,bias,1.02542
Simstrat-LER,Thun,uncalibrated,rmse,1.03112
Simstrat-LER,Thun,uncalibrated,nse,0.87529
Simstrat-LER,Thun,uncalibrated,r,0.98057
Simstrat-LER,Thun,uncalibrated,bias,0.51101
Simstrat-LER,Toolik,uncalibrated,rmse,1.80045
Simstrat-LER,Toolik,uncalibrated,nse,0.74358
Simstrat-LER,Toolik,uncalibrated,r,0.90632
Simstrat-LER,Toolik,uncalibrated,bias,0.4282
Simstrat-LER,Trout,uncalibrated,rmse,6.38962
Simstrat-LER,Trout,uncalibrated,nse,-0.36489
Simstrat-LER,Trout,uncalibrated,r,0.67329
Simstrat-LER,Trout,uncalibrated,bias,3.34474
Simstrat-LER,TroutBog,uncalibrated,rmse,8.73755
Simstrat-LER,TroutBog,uncalibrated,nse,-1.21706
Simstrat-LER,TroutBog,uncalibrated,r,0.55596
Simstrat-LER,TroutBog,uncalibrated,bias,5.27476
Simstrat-LER,TwoSisters,uncalibrated,rmse,2.9524
Simstrat-LER,TwoSisters,uncalibrated,nse,0.69944
Simstrat-LER,TwoSisters,uncalibrated,r,0.89758
Simstrat-LER,TwoSisters,uncalibrated,bias,1.70815
Simstrat-LER,Vendyurskoe,uncalibrated,rmse,1.964
Simstrat-LER,Vendyurskoe,uncalibrated,nse,0.9086
Simstrat-LER,Vendyurskoe,uncalibrated,r,0.98029
Simstrat-LER,Vendyurskoe,uncalibrated,bias,-0.2833
Simstrat-LER,Vortsjarv,uncalibrated,rmse,1.02682
Simstrat-LER,Vortsjarv,uncalibrated,nse,0.98267
Simstrat-LER,Vortsjarv,uncalibrated,r,0.9936
Simstrat-LER,Vortsjarv,uncalibrated,bias,-0.0622
Simstrat-LER,Washington,uncalibrated,rmse,2.30054
Simstrat-LER,Washington,uncalibrated,nse,0.68941
Simstrat-LER,Washington,uncalibrated,r,0.96612
Simstrat-LER,Washington,uncalibrated,bias,2.0093
Simstrat-LER,Windermere,uncalibrated,rmse,1.85828
Simstrat-LER,Windermere,uncalibrated,nse,0.75672
Simstrat-LER,Windermere,uncalibrated,r,0.92697
Simstrat-LER,Windermere,uncalibrated,bias,0.86981
Simstrat-LER,Wingra,uncalibrated,rmse,2.26082
Simstrat-LER,Wingra,uncalibrated,nse,0.90572
Simstrat-LER,Wingra,uncalibrated,r,0.97775
Simstrat-LER,Wingra,uncalibrated,bias,-0.96926
Simstrat-LER,Zlutice,uncalibrated,rmse,1.49325
Simstrat-LER,Zlutice,uncalibrated,nse,0.95834
Simstrat-LER,Zlutice,uncalibrated,r,0.98277
Simstrat-LER,Zlutice,uncalibrated,bias,0.51394
Simstrat-LER,Zurich,uncalibrated,rmse,2.86503
Simstrat-LER,Zurich,uncalibrated,nse,0.62959
Simstrat-LER,Zurich,uncalibrated,r,0.91243
Simstrat-LER,Zurich,uncalibrated,bias,2.06789
